university_code,university,category,group_code,min_score,min_rank,plan_count,source,verified,has_major_details,major_name,group_name
10588,广东技术师范大学,历史,243,560,19041,74,广东省教育考试院官方PDF,True,True,英语,
10588,广东技术师范大学,历史,243,560,19041,74,广东省教育考试院官方PDF,True,True,工商管理,
10588,广东技术师范大学,历史,243,560,19041,74,广东省教育考试院官方PDF,True,True,法学,
10588,广东技术师范大学,历史,243,560,19041,74,广东省教育考试院官方PDF,True,True,会计学,
10588,广东技术师范大学,历史,244,553,22316,59,广东省教育考试院官方PDF,True,True,汉语言文学,
10588,广东技术师范大学,历史,244,553,22316,59,广东省教育考试院官方PDF,True,True,英语,
10588,广东技术师范大学,历史,244,553,22316,59,广东省教育考试院官方PDF,True,True,工商管理,
10588,广东技术师范大学,历史,244,553,22316,59,广东省教育考试院官方PDF,True,True,法学,
10588,广东技术师范大学,历史,244,553,22316,59,广东省教育考试院官方PDF,True,True,会计学,
10588,广东技术师范大学(国际班),历史,245,517,44844,60,广东省教育考试院官方PDF,True,False,,
10588,广东技术师范大学(国际班),历史,246,513,47743,75,广东省教育考试院官方PDF,True,False,,
10588,广东技术师范大学(国际班),历史,247,512,48476,25,广东省教育考试院官方PDF,True,False,,
10588,广东技术师范大学(少数民族班),历史,248,424,133860,145,广东省教育考试院官方PDF,True,False,,
10589,海南大学,历史,217,589,8032,4,广东省教育考试院官方PDF,True,False,,
10589,海南大学,历史,218,591,7400,"考
8",广东省教育考试院官方PDF,True,False,,
10589,海南大学,历史,219,590,7789,6,广东省教育考试院官方PDF,True,False,,
10589,海南大学(中外合作办学),历史,220,553,22387,9,广东省教育考试院官方PDF,True,False,,
10589,海南大学(中外合作办学),历史,"育
221",558,20182,2,广东省教育考试院官方PDF,True,False,,
10589,海南大学,历史,222,590,7798,4,广东省教育考试院官方PDF,True,False,,
10589,海南大学(中外合作办学),历史,231,560,18922,6,广东省教育考试院官方PDF,True,False,,
10590,深圳大学,历史,201,598,5661,138,广东省教育考试院官方PDF,True,True,计算机科学与技术,计算机类专业组
10590,深圳大学,历史,201,598,5661,138,广东省教育考试院官方PDF,True,True,软件工程,计算机类专业组
10590,深圳大学,历史,201,598,5661,138,广东省教育考试院官方PDF,True,True,网络工程,计算机类专业组
10590,深圳大学,历史,201,598,5661,138,广东省教育考试院官方PDF,True,True,信息安全,计算机类专业组
10590,深圳大学,历史,201,598,5661,138,广东省教育考试院官方PDF,True,True,数据科学与大数据技术,计算机类专业组
10590,深圳大学,历史,201,598,5661,138,广东省教育考试院官方PDF,True,True,人工智能,计算机类专业组
10590,"教
深圳大学",历史,202,598,5522,213,广东省教育考试院官方PDF,True,False,,
10590,深圳大学,历史,203,592,7171,409,广东省教育考试院官方PDF,True,True,金融学,经管法类专业组
10590,深圳大学,历史,203,592,7171,409,广东省教育考试院官方PDF,True,True,会计学,经管法类专业组
10590,深圳大学,历史,203,592,7171,409,广东省教育考试院官方PDF,True,True,国际经济与贸易,经管法类专业组
10590,深圳大学,历史,203,592,7171,409,广东省教育考试院官方PDF,True,True,工商管理,经管法类专业组
10590,深圳大学,历史,203,592,7171,409,广东省教育考试院官方PDF,True,True,法学,经管法类专业组
10590,深圳大学,历史,204,592,7271,15,广东省教育考试院官方PDF,True,True,土木工程,
10590,深圳大学,历史,204,592,7271,15,广东省教育考试院官方PDF,True,True,建筑环境与能源应用工程,
10590,深圳大学,历史,204,592,7271,15,广东省教育考试院官方PDF,True,True,城乡规划,
10590,深圳大学,历史,204,592,7271,15,广东省教育考试院官方PDF,True,True,建筑学,
10590,深圳大学,历史,205,594,6507,274,广东省教育考试院官方PDF,True,True,化学工程,
10590,深圳大学,历史,205,594,6507,274,广东省教育考试院官方PDF,True,True,材料科学与工程,
10590,深圳大学,历史,205,594,6507,274,广东省教育考试院官方PDF,True,True,环境工程,
10590,深圳大学,历史,205,594,6507,274,广东省教育考试院官方PDF,True,True,生物工程,
10590,"省
深圳大学",历史,206,592,7170,166,广东省教育考试院官方PDF,True,False,,
10590,深圳大学(地方专项),历史,211,570,14757,62,广东省教育考试院官方PDF,True,False,,
10592,广东财经大学,历史,201,564,17144,331,广东省教育考试院官方PDF,True,True,会计学,经管类专业组
10592,广东财经大学,历史,201,564,17144,331,广东省教育考试院官方PDF,True,True,财务管理,经管类专业组
10592,广东财经大学,历史,201,564,17144,331,广东省教育考试院官方PDF,True,True,审计学,经管类专业组
10592,广东财经大学,历史,201,564,17144,331,广东省教育考试院官方PDF,True,True,金融学,经管类专业组
10592,广东财经大学,历史,201,564,17144,331,广东省教育考试院官方PDF,True,True,国际经济与贸易,经管类专业组
10592,广东财经大学,历史,201,564,17144,331,广东省教育考试院官方PDF,True,True,工商管理,经管类专业组
10592,"东
广东财经大学",历史,203,561,18634,604,广东省教育考试院官方PDF,True,False,,
10592,广东财经大学,历史,205,579,11310,127,广东省教育考试院官方PDF,True,True,化学工程,
10592,广东财经大学,历史,205,579,11310,127,广东省教育考试院官方PDF,True,True,材料科学与工程,
10592,广东财经大学,历史,205,579,11310,127,广东省教育考试院官方PDF,True,True,环境工程,
10592,广东财经大学,历史,205,579,11310,127,广东省教育考试院官方PDF,True,True,生物工程,
10592,广东财经大学,历史,207,562,18195,293,广东省教育考试院官方PDF,True,True,汉语言文学,
10592,广东财经大学,历史,207,562,18195,293,广东省教育考试院官方PDF,True,True,历史学,
10592,广东财经大学,历史,207,562,18195,293,广东省教育考试院官方PDF,True,True,哲学,
10592,广东财经大学,历史,207,562,18195,293,广东省教育考试院官方PDF,True,True,社会学,
10592,广东财经大学,历史,209,560,18923,154,广东省教育考试院官方PDF,True,True,金融学,
10592,广东财经大学,历史,209,560,18923,154,广东省教育考试院官方PDF,True,True,会计学,
10592,广东财经大学,历史,209,560,18923,154,广东省教育考试院官方PDF,True,True,国际经济与贸易,
10592,广东财经大学,历史,209,560,18923,154,广东省教育考试院官方PDF,True,True,工商管理,
10592,"广
广东财经大学",历史,212,560,19251,26,广东省教育考试院官方PDF,True,False,,
10592,广东财经大学(联合培养),历史,214,544,27434,105,广东省教育考试院官方PDF,True,False,,
10595,桂林电子科技大学(本科预科班),历史,209,513,47525,1,广东省教育考试院官方PDF,True,False,,
10596,桂林理工大学,历史,208,529,36684,6,广东省教育考试院官方PDF,True,False,,
10598,广西医科大学,历史,205,523,40642,10,广东省教育考试院官方PDF,True,False,,
10599,右江民族医学院,历史,208,521,42204,1,广东省教育考试院官方PDF,True,False,,
10599,右江民族医学院,历史,209,535,32630,1,广东省教育考试院官方PDF,True,False,,
10600,广西中医药大学,历史,206,587,8709,3,广东省教育考试院官方PDF,True,False,,
10602,广西师范大学,历史,216,572,13935,3,广东省教育考试院官方PDF,True,False,,
10602,广西师范大学,历史,217,554,21874,22,广东省教育考试院官方PDF,True,False,,
10602,广西师范大学,历史,218,553,22535,4,广东省教育考试院官方PDF,True,False,,
10602,广西师范大学,历史,226,547,25939,3,广东省教育考试院官方PDF,True,False,,
10603,南宁师范大学,历史,211,552,23181,4,广东省教育考试院官方PDF,True,False,,
10603,南宁师范大学,历史,212,560,19227,5,广东省教育考试院官方PDF,True,False,,
10606,玉林师范学院,历史,213,521,42175,15,广东省教育考试院官方PDF,True,False,,
10606,玉林师范学院,历史,214,520,42927,5,广东省教育考试院官方PDF,True,False,,
10606,玉林师范学院,历史,215,520,43015,35,广东省教育考试院官方PDF,True,False,,
10606,玉林师范学院,历史,216,521,42246,4,广东省教育考试院官方PDF,True,False,,
10607,广西艺术学院,历史,214,518,44441,34,广东省教育考试院官方PDF,True,False,,
10608,广西民族大学,历史,220,541,29392,13,广东省教育考试院官方PDF,True,False,,
10608,广西民族大学(联合培养),历史,221,521,42269,2,广东省教育考试院官方PDF,True,False,,
10608,广西民族大学(联合培养),历史,223,515,46085,2,广东省教育考试院官方PDF,True,False,,
10608,广西民族大学,历史,224,550,24325,2,广东省教育考试院官方PDF,True,False,,
10608,广西民族大学(联合培养),历史,227,526,38833,1,广东省教育考试院官方PDF,True,False,,
10610,四川大学,历史,209,600,5234,4,广东省教育考试院官方PDF,True,False,,
10610,四川大学,历史,211,619,2109,28,广东省教育考试院官方PDF,True,False,,
10611,重庆大学,历史,211,620,1998,6,广东省教育考试院官方PDF,True,False,,
10611,重庆大学,历史,212,617,2262,2,广东省教育考试院官方PDF,True,False,,
10611,重庆大学,历史,216,593,6904,"考
8",广东省教育考试院官方PDF,True,False,,
10613,西南交通大学,历史,210,595,6319,11,广东省教育考试院官方PDF,True,False,,
10613,西南交通大学,历史,211,602,4793,4,广东省教育考试院官方PDF,True,False,,
10614,电子科技大学,历史,"育
204",614,2653,7,广东省教育考试院官方PDF,True,False,,
10615,西南石油大学,历史,204,573,13635,7,广东省教育考试院官方PDF,True,False,,
10615,西南石油大学,历史,205,573,13450,4,广东省教育考试院官方PDF,True,False,,
10615,西南石油大学,历史,212,571,14414,2,广东省教育考试院官方PDF,True,False,,
10615,"教
西南石油大学",历史,213,563,17644,2,广东省教育考试院官方PDF,True,False,,
10615,西南石油大学,历史,214,575,12767,6,广东省教育考试院官方PDF,True,False,,
10615,西南石油大学,历史,216,552,22969,5,广东省教育考试院官方PDF,True,False,,
10616,成都理工大学,历史,214,579,11434,2,广东省教育考试院官方PDF,True,False,,
10616,"省
成都理工大学",历史,215,561,18720,5,广东省教育考试院官方PDF,True,False,,
10616,成都理工大学(中外合作办学),历史,216,553,22306,3,广东省教育考试院官方PDF,True,False,,
10617,重庆邮电大学,历史,206,547,25602,6,广东省教育考试院官方PDF,True,False,,
10618,"东
重庆交通大学",历史,206,556,21117,3,广东省教育考试院官方PDF,True,False,,
10618,重庆交通大学,历史,207,554,21982,15,广东省教育考试院官方PDF,True,False,,
10619,西南科技大学,历史,208,544,27132,17,广东省教育考试院官方PDF,True,False,,
10619,西南科技大学,历史,209,557,20672,3,广东省教育考试院官方PDF,True,False,,
10621,"广
成都信息工程大学",历史,206,550,23881,8,广东省教育考试院官方PDF,True,False,,
10621,成都信息工程大学(联合培养),历史,211,512,48466,2,广东省教育考试院官方PDF,True,False,,
10621,成都信息工程大学,历史,212,557,20597,2,广东省教育考试院官方PDF,True,False,,
10622,四川轻化工大学,历史,206,548,24995,2,广东省教育考试院官方PDF,True,False,,
10623,西华大学,历史,204,560,19332,11,广东省教育考试院官方PDF,True,False,,
10623,西华大学(本科预科班),历史,207,521,41964,2,广东省教育考试院官方PDF,True,False,,
10624,中国民用航空飞行学院,历史,211,547,25940,4,广东省教育考试院官方PDF,True,False,,
10624,中国民用航空飞行学院,历史,212,534,33695,12,广东省教育考试院官方PDF,True,False,,
10624,中国民用航空飞行学院,历史,213,539,30124,3,广东省教育考试院官方PDF,True,False,,
10633,成都中医药大学,历史,208,555,21754,4,广东省教育考试院官方PDF,True,False,,
10633,成都中医药大学(中外合作办学),历史,209,533,33813,3,广东省教育考试院官方PDF,True,False,,
10634,川北医学院,历史,206,521,42393,5,广东省教育考试院官方PDF,True,False,,
10634,川北医学院,历史,207,536,32462,5,广东省教育考试院官方PDF,True,False,,
10635,西南大学,历史,217,603,4471,1,广东省教育考试院官方PDF,True,False,,
10635,西南大学,历史,218,592,7258,5,广东省教育考试院官方PDF,True,False,,
10635,西南大学(中外合作办学),历史,228,594,6618,1,广东省教育考试院官方PDF,True,False,,
10635,西南大学,历史,229,587,8640,5,广东省教育考试院官方PDF,True,False,,
10636,四川师范大学,历史,200,557,20621,31,广东省教育考试院官方PDF,True,False,,
10636,四川师范大学,历史,201,571,14234,3,广东省教育考试院官方PDF,True,False,,
10636,四川师范大学,历史,202,566,16280,12,广东省教育考试院官方PDF,True,False,,
10636,四川师范大学(联合培养),历史,203,547,25599,2,广东省教育考试院官方PDF,True,False,,
10636,四川师范大学,历史,205,553,22404,6,广东省教育考试院官方PDF,True,False,,
10637,重庆师范大学,历史,207,557,20388,26,广东省教育考试院官方PDF,True,False,,
10637,重庆师范大学,历史,208,586,9089,3,广东省教育考试院官方PDF,True,False,,
10638,西华师范大学,历史,207,535,32671,6,广东省教育考试院官方PDF,True,False,,
10638,西华师范大学,历史,208,538,31085,4,广东省教育考试院官方PDF,True,False,,
10640,内江师范学院,历史,213,543,27933,9,广东省教育考试院官方PDF,True,False,,
10643,重庆三峡学院,历史,204,534,33650,3,广东省教育考试院官方PDF,True,False,,
10643,重庆三峡学院,历史,205,530,35773,"考
6",广东省教育考试院官方PDF,True,False,,
10644,四川文理学院,历史,206,520,43028,12,广东省教育考试院官方PDF,True,False,,
10644,四川文理学院,历史,207,523,40675,3,广东省教育考试院官方PDF,True,False,,
10647,长江师范学院,历史,"育
206",541,29188,2,广东省教育考试院官方PDF,True,False,,
10649,乐山师范学院,历史,205,519,43704,4,广东省教育考试院官方PDF,True,False,,
10650,四川外国语大学,历史,211,562,18335,9,广东省教育考试院官方PDF,True,False,,
10650,四川外国语大学(中外合作办学),历史,212,556,21298,2,广东省教育考试院官方PDF,True,False,,
10650,"教
四川外国语大学",历史,213,556,21123,9,广东省教育考试院官方PDF,True,False,,
10650,四川外国语大学(中外合作办学),历史,214,547,25455,1,广东省教育考试院官方PDF,True,False,,
10650,四川外国语大学,历史,215,567,15885,1,广东省教育考试院官方PDF,True,False,,
10651,西南财经大学,历史,207,611,3145,18,广东省教育考试院官方PDF,True,False,,
10651,"省
西南财经大学(中外合作办学)",历史,208,583,10047,14,广东省教育考试院官方PDF,True,False,,
10652,西南政法大学,历史,205,612,2963,102,广东省教育考试院官方PDF,True,False,,
10652,西南政法大学(中外合作办学),历史,206,611,3149,6,广东省教育考试院官方PDF,True,False,,
10654,"东
四川音乐学院(联合培养)",历史,209,519,43635,2,广东省教育考试院官方PDF,True,False,,
10654,四川音乐学院,历史,223,541,29311,1,广东省教育考试院官方PDF,True,False,,
10654,四川音乐学院,历史,224,545,26979,2,广东省教育考试院官方PDF,True,False,,
10654,四川音乐学院(联合培养),历史,225,530,36295,2,广东省教育考试院官方PDF,True,False,,
10654,"广
四川音乐学院",历史,226,539,30510,4,广东省教育考试院官方PDF,True,False,,
10655,四川美术学院,历史,206,542,28550,7,广东省教育考试院官方PDF,True,False,,
10656,西南民族大学,历史,209,554,21849,31,广东省教育考试院官方PDF,True,False,,
10657,贵州大学,历史,209,591,7426,2,广东省教育考试院官方PDF,True,False,,
10657,贵州大学,历史,210,587,8557,2,广东省教育考试院官方PDF,True,False,,
10661,遵义医科大学,历史,208,535,32808,3,广东省教育考试院官方PDF,True,False,,
10661,遵义医科大学,历史,209,527,38105,2,广东省教育考试院官方PDF,True,False,,
10661,遵义医科大学,历史,210,530,36233,4,广东省教育考试院官方PDF,True,False,,
10661,遵义医科大学,历史,217,538,31042,33,广东省教育考试院官方PDF,True,False,,
10662,贵州中医药大学,历史,207,547,25425,2,广东省教育考试院官方PDF,True,False,,
10662,贵州中医药大学,历史,208,564,17458,7,广东省教育考试院官方PDF,True,False,,
10663,贵州师范大学,历史,209,556,21105,7,广东省教育考试院官方PDF,True,False,,
10663,贵州师范大学,历史,210,571,14521,4,广东省教育考试院官方PDF,True,False,,
10663,贵州师范大学(学分互认),历史,211,521,42348,5,广东省教育考试院官方PDF,True,False,,
10664,遵义师范学院,历史,203,546,26390,2,广东省教育考试院官方PDF,True,False,,
10664,遵义师范学院,历史,204,537,31594,3,广东省教育考试院官方PDF,True,False,,
10667,安顺学院,历史,207,522,41130,1,广东省教育考试院官方PDF,True,False,,
10667,安顺学院,历史,208,524,40268,1,广东省教育考试院官方PDF,True,False,,
10667,安顺学院,历史,209,527,38261,1,广东省教育考试院官方PDF,True,False,,
10668,贵州工程应用技术学院,历史,206,525,39207,2,广东省教育考试院官方PDF,True,False,,
10668,贵州工程应用技术学院,历史,207,519,43590,4,广东省教育考试院官方PDF,True,False,,
10671,贵州财经大学,历史,205,545,26588,7,广东省教育考试院官方PDF,True,False,,
10673,云南大学,历史,212,588,8473,13,广东省教育考试院官方PDF,True,False,,
10673,云南大学,历史,213,590,7593,5,广东省教育考试院官方PDF,True,False,,
10673,云南大学,历史,214,589,7879,2,广东省教育考试院官方PDF,True,False,,
10674,昆明理工大学,历史,204,555,21728,6,广东省教育考试院官方PDF,True,False,,
10679,大理大学,历史,205,539,30471,4,广东省教育考试院官方PDF,True,False,,
10681,云南师范大学,历史,206,552,22949,8,广东省教育考试院官方PDF,True,False,,
10681,云南师范大学,历史,207,572,14044,"考
6",广东省教育考试院官方PDF,True,False,,
10687,红河学院,历史,204,519,43748,10,广东省教育考试院官方PDF,True,False,,
10689,云南财经大学,历史,207,544,27113,18,广东省教育考试院官方PDF,True,False,,
10689,云南财经大学(中外合作办学),历史,"育
208",525,39371,20,广东省教育考试院官方PDF,True,False,,
10689,云南财经大学,历史,209,549,24374,2,广东省教育考试院官方PDF,True,False,,
10689,云南财经大学(中外合作办学),历史,214,520,42818,6,广东省教育考试院官方PDF,True,False,,
10690,云南艺术学院,历史,212,526,38940,6,广东省教育考试院官方PDF,True,False,,
10691,"教
云南民族大学",历史,204,544,27312,2,广东省教育考试院官方PDF,True,False,,
10691,云南民族大学,历史,205,566,16179,1,广东省教育考试院官方PDF,True,False,,
10694,西藏大学,历史,215,560,19116,1,广东省教育考试院官方PDF,True,False,,
10694,西藏大学,历史,216,553,22506,4,广东省教育考试院官方PDF,True,False,,
10694,"省
西藏大学",历史,217,561,18598,2,广东省教育考试院官方PDF,True,False,,
10694,西藏大学,历史,218,530,35869,1,广东省教育考试院官方PDF,True,False,,
10694,西藏大学,历史,219,569,15079,1,广东省教育考试院官方PDF,True,False,,
10694,"东
西藏大学",历史,220,539,30547,6,广东省教育考试院官方PDF,True,False,,
10697,西北大学,历史,207,597,5933,6,广东省教育考试院官方PDF,True,False,,
10697,西北大学,历史,208,620,1898,1,广东省教育考试院官方PDF,True,False,,
10698,西安交通大学,历史,206,621,1784,14,广东省教育考试院官方PDF,True,False,,
10699,"广
西北工业大学",历史,205,605,4159,21,广东省教育考试院官方PDF,True,False,,
10699,西北工业大学,历史,206,612,3012,3,广东省教育考试院官方PDF,True,False,,
10702,西安工业大学,历史,205,553,22810,2,广东省教育考试院官方PDF,True,False,,
10703,西安建筑科技大学,历史,206,545,26784,8,广东省教育考试院官方PDF,True,False,,
10705,西安石油大学,历史,205,545,26685,4,广东省教育考试院官方PDF,True,False,,
10705,西安石油大学,历史,206,555,21372,2,广东省教育考试院官方PDF,True,False,,
10708,陕西科技大学,历史,205,552,22822,5,广东省教育考试院官方PDF,True,False,,
10710,长安大学,历史,212,583,9799,18,广东省教育考试院官方PDF,True,False,,
10710,长安大学,历史,222,582,10377,2,广东省教育考试院官方PDF,True,False,,
10712,西北农林科技大学,历史,211,602,4843,2,广东省教育考试院官方PDF,True,False,,
10712,西北农林科技大学,历史,212,602,4825,4,广东省教育考试院官方PDF,True,False,,
10718,陕西师范大学,历史,215,598,5541,10,广东省教育考试院官方PDF,True,False,,
10718,陕西师范大学,历史,216,599,5369,33,广东省教育考试院官方PDF,True,False,,
10718,陕西师范大学,历史,217,598,5700,4,广东省教育考试院官方PDF,True,False,,
10718,陕西师范大学,历史,226,587,8693,2,广东省教育考试院官方PDF,True,False,,
10719,延安大学,历史,206,535,32531,8,广东省教育考试院官方PDF,True,False,,
10720,陕西理工大学,历史,207,524,39754,9,广东省教育考试院官方PDF,True,False,,
10720,陕西理工大学,历史,208,532,34881,2,广东省教育考试院官方PDF,True,False,,
10722,咸阳师范学院,历史,205,522,41599,4,广东省教育考试院官方PDF,True,False,,
10723,渭南师范学院(中外合作办学),历史,204,511,49008,1,广东省教育考试院官方PDF,True,False,,
10724,西安外国语大学,历史,205,558,20212,23,广东省教育考试院官方PDF,True,False,,
10729,西安美术学院,历史,204,538,30908,2,广东省教育考试院官方PDF,True,False,,
10730,兰州大学,历史,211,601,4962,19,广东省教育考试院官方PDF,True,False,,
10730,兰州大学,历史,212,604,4272,5,广东省教育考试院官方PDF,True,False,,
10730,兰州大学,历史,213,608,3576,5,广东省教育考试院官方PDF,True,False,,
10731,兰州理工大学,历史,206,536,31951,6,广东省教育考试院官方PDF,True,False,,
10732,兰州交通大学,历史,210,535,32556,8,广东省教育考试院官方PDF,True,False,,
10733,甘肃农业大学,历史,204,518,43997,32,广东省教育考试院官方PDF,True,False,,
10735,甘肃中医药大学,历史,205,588,8237,"考
1",广东省教育考试院官方PDF,True,False,,
10736,西北师范大学,历史,211,556,20974,2,广东省教育考试院官方PDF,True,False,,
10736,西北师范大学,历史,212,533,34124,22,广东省教育考试院官方PDF,True,False,,
10738,陇东学院,历史,"育
206",520,42987,5,广东省教育考试院官方PDF,True,False,,
10738,陇东学院,历史,207,519,43139,6,广东省教育考试院官方PDF,True,False,,
10739,天水师范大学,历史,208,519,43611,3,广东省教育考试院官方PDF,True,False,,
10739,天水师范大学,历史,209,520,42836,3,广东省教育考试院官方PDF,True,False,,
10741,"教
兰州财经大学",历史,206,523,40616,5,广东省教育考试院官方PDF,True,False,,
10741,兰州财经大学,历史,207,529,36594,15,广东省教育考试院官方PDF,True,False,,
10741,兰州财经大学(联合培养),历史,211,517,44841,6,广东省教育考试院官方PDF,True,False,,
10741,兰州财经大学(联合培养),历史,213,516,45586,3,广东省教育考试院官方PDF,True,False,,
10742,"省
西北民族大学",历史,207,531,35410,2,广东省教育考试院官方PDF,True,False,,
10742,西北民族大学,历史,208,536,32338,2,广东省教育考试院官方PDF,True,False,,
10742,西北民族大学,历史,209,549,24471,2,广东省教育考试院官方PDF,True,False,,
10743,"东
青海大学",历史,207,564,17421,5,广东省教育考试院官方PDF,True,False,,
10746,青海师范大学,历史,205,542,28355,2,广东省教育考试院官方PDF,True,False,,
10746,青海师范大学,历史,206,542,28477,9,广东省教育考试院官方PDF,True,False,,
10748,青海民族大学,历史,203,517,44563,3,广东省教育考试院官方PDF,True,False,,
10749,"广
宁夏大学",历史,205,577,12018,10,广东省教育考试院官方PDF,True,False,,
10753,宁夏师范大学,历史,204,517,44589,1,广东省教育考试院官方PDF,True,False,,
10753,宁夏师范大学,历史,205,515,46689,4,广东省教育考试院官方PDF,True,False,,
10753,宁夏师范大学,历史,206,516,45907,2,广东省教育考试院官方PDF,True,False,,
10755,新疆大学,历史,208,562,17999,2,广东省教育考试院官方PDF,True,False,,
10755,新疆大学,历史,209,562,18031,8,广东省教育考试院官方PDF,True,False,,
10758,新疆农业大学,历史,209,518,44247,2,广东省教育考试院官方PDF,True,False,,
10758,新疆农业大学,历史,210,512,48782,15,广东省教育考试院官方PDF,True,False,,
10758,新疆农业大学,历史,211,518,43896,3,广东省教育考试院官方PDF,True,False,,
10762,新疆师范大学,历史,211,532,34872,2,广东省教育考试院官方PDF,True,False,,
10762,新疆师范大学,历史,212,521,42284,20,广东省教育考试院官方PDF,True,False,,
10762,新疆师范大学,历史,213,533,34351,2,广东省教育考试院官方PDF,True,False,,
10763,喀什大学,历史,210,516,45659,25,广东省教育考试院官方PDF,True,False,,
10763,喀什大学,历史,211,522,41162,2,广东省教育考试院官方PDF,True,False,,
10763,喀什大学,历史,212,518,44413,4,广东省教育考试院官方PDF,True,False,,
10764,伊犁师范大学,历史,211,517,44948,3,广东省教育考试院官方PDF,True,False,,
10764,伊犁师范大学,历史,212,515,46127,20,广东省教育考试院官方PDF,True,False,,
10764,伊犁师范大学,历史,213,516,45450,4,广东省教育考试院官方PDF,True,False,,
10765,新疆和田学院,历史,209,514,46751,14,广东省教育考试院官方PDF,True,False,,
10765,新疆和田学院,历史,210,514,47185,9,广东省教育考试院官方PDF,True,False,,
10765,新疆和田学院,历史,211,514,46770,9,广东省教育考试院官方PDF,True,False,,
10766,新疆财经大学,历史,209,518,44237,15,广东省教育考试院官方PDF,True,False,,
10766,新疆财经大学,历史,210,521,42363,1,广东省教育考试院官方PDF,True,False,,
10768,新疆艺术学院,历史,210,514,47038,6,广东省教育考试院官方PDF,True,False,,
10792,天津城建大学,历史,211,532,34851,2,广东省教育考试院官方PDF,True,False,,
10792,天津城建大学,历史,212,543,27796,1,广东省教育考试院官方PDF,True,False,,
10792,天津城建大学(中外合作办学),历史,213,514,46803,2,广东省教育考试院官方PDF,True,False,,
10792,天津城建大学(中外合作办学),历史,214,512,48535,2,广东省教育考试院官方PDF,True,False,,
10792,天津城建大学,历史,220,527,38172,"考
2",广东省教育考试院官方PDF,True,False,,
10809,山西中医药大学,历史,205,565,16808,8,广东省教育考试院官方PDF,True,False,,
10812,吕梁学院,历史,204,518,43978,1,广东省教育考试院官方PDF,True,False,,
10822,广东白云学院,历史,"育
218",498,59979,420,广东省教育考试院官方PDF,True,False,,
10822,广东白云学院,历史,219,495,62344,124,广东省教育考试院官方PDF,True,False,,
10822,广东白云学院,历史,220,491,65744,112,广东省教育考试院官方PDF,True,False,,
10822,广东白云学院,历史,221,477,78693,90,广东省教育考试院官方PDF,True,False,,
10822,"教
广东白云学院",历史,222,482,74063,242,广东省教育考试院官方PDF,True,False,,
10822,广东白云学院,历史,223,480,75551,306,广东省教育考试院官方PDF,True,False,,
10822,广东白云学院,历史,224,484,72037,527,广东省教育考试院官方PDF,True,False,,
10822,广东白云学院(国际班-联合培养),历史,225,464,91395,60,广东省教育考试院官方PDF,True,False,,
10822,"省
广东白云学院",历史,226,488,68547,113,广东省教育考试院官方PDF,True,False,,
10822,广东白云学院(联合培养),历史,227,464,91541,20,广东省教育考试院官方PDF,True,False,,
10841,辽宁对外经贸学院,历史,203,485,70513,4,广东省教育考试院官方PDF,True,False,,
10846,"东
江西科技学院",历史,205,510,50332,7,广东省教育考试院官方PDF,True,False,,
10850,南京工业职业技术大学,历史,203,528,37537,12,广东省教育考试院官方PDF,True,False,,
10856,上海工程技术大学,历史,205,556,21042,2,广东省教育考试院官方PDF,True,False,,
10856,上海工程技术大学,历史,206,551,23659,5,广东省教育考试院官方PDF,True,False,,
10876,"广
浙江万里学院",历史,205,516,45876,13,广东省教育考试院官方PDF,True,False,,
10876,浙江万里学院(中外合作办学),历史,206,514,47240,3,广东省教育考试院官方PDF,True,False,,
10895,萍乡学院,历史,204,520,42509,4,广东省教育考试院官方PDF,True,False,,
10908,山东工艺美术学院,历史,204,518,44039,4,广东省教育考试院官方PDF,True,False,,
10920,湖北理工学院,历史,206,528,37207,2,广东省教育考试院官方PDF,True,False,,
10920,湖北理工学院,历史,207,536,32361,3,广东省教育考试院官方PDF,True,False,,
10920,湖北理工学院,历史,208,530,35833,2,广东省教育考试院官方PDF,True,False,,
10964,吉林外国语大学,历史,211,499,59008,43,广东省教育考试院官方PDF,True,False,,
10964,吉林外国语大学(中外合作办学),历史,215,491,65916,5,广东省教育考试院官方PDF,True,False,,
10977,六盘水师范学院,历史,203,518,44077,6,广东省教育考试院官方PDF,True,False,,
10977,六盘水师范学院,历史,204,530,36093,2,广东省教育考试院官方PDF,True,False,,
10997,昌吉学院,历史,205,519,43631,1,广东省教育考试院官方PDF,True,False,,
10997,昌吉学院,历史,206,519,43473,1,广东省教育考试院官方PDF,True,False,,
11047,上海立信会计金融学院,历史,204,558,19927,7,广东省教育考试院官方PDF,True,False,,
11048,金陵科技学院,历史,205,532,34558,3,广东省教育考试院官方PDF,True,False,,
11053,徐州工程学院,历史,205,532,34596,2,广东省教育考试院官方PDF,True,False,,
11053,徐州工程学院,历史,206,531,35138,2,广东省教育考试院官方PDF,True,False,,
11062,厦门理工学院,历史,206,554,22231,2,广东省教育考试院官方PDF,True,False,,
11062,厦门理工学院,历史,207,550,24035,6,广东省教育考试院官方PDF,True,False,,
11065,青岛大学,历史,206,550,24203,20,广东省教育考试院官方PDF,True,False,,
11066,烟台大学,历史,205,544,27094,2,广东省教育考试院官方PDF,True,False,,
11066,烟台大学(联合培养),历史,209,515,46196,2,广东省教育考试院官方PDF,True,False,,
11066,烟台大学(本科预科班),历史,211,516,45313,1,广东省教育考试院官方PDF,True,False,,
